student_id,student_gender,student_age,course_name,watch_time,duration_sec,engagement,timestamp,source_file,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,_source_file,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level,first_name,last_name,score,hours_studied,assignments_completed,participation,metadata,transcript
StudentsPerformance.csv_148,female,,,,,,,StudentsPerformance.csv,group D,bachelor's degree,standard,completed,68.0,75.0,81.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_149,male,,,,,,,StudentsPerformance.csv,group E,associate's degree,free/reduced,completed,100.0,100.0,93.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_150,male,,,,,,,StudentsPerformance.csv,group A,some high school,standard,completed,62.0,67.0,69.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_151,male,,,,,,,StudentsPerformance.csv,group A,bachelor's degree,standard,none,77.0,67.0,68.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_152,female,,,,,,,StudentsPerformance.csv,group B,associate's degree,standard,completed,59.0,70.0,66.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_153,male,,,,,,,StudentsPerformance.csv,group D,bachelor's degree,standard,none,54.0,49.0,47.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_154,male,,,,,,,StudentsPerformance.csv,group D,some high school,standard,none,62.0,67.0,61.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_155,female,,,,,,,StudentsPerformance.csv,group C,some college,standard,completed,70.0,89.0,88.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_156,female,,,,,,,StudentsPerformance.csv,group E,high school,free/reduced,completed,66.0,74.0,78.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_157,male,,,,,,,StudentsPerformance.csv,group B,some college,free/reduced,none,60.0,60.0,60.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_158,female,,,,,,,StudentsPerformance.csv,group B,associate's degree,standard,completed,61.0,86.0,87.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_159,male,,,,,,,StudentsPerformance.csv,group D,associate's degree,free/reduced,none,66.0,62.0,64.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_160,male,,,,,,,StudentsPerformance.csv,group B,associate's degree,free/reduced,completed,82.0,78.0,74.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_161,female,,,,,,,StudentsPerformance.csv,group E,some college,free/reduced,completed,75.0,88.0,85.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_162,male,,,,,,,StudentsPerformance.csv,group B,master's degree,free/reduced,none,49.0,53.0,52.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_163,male,,,,,,,StudentsPerformance.csv,group C,high school,standard,none,52.0,53.0,49.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_164,female,,,,,,,StudentsPerformance.csv,group E,master's degree,standard,none,81.0,92.0,91.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_165,female,,,,,,,StudentsPerformance.csv,group C,bachelor's degree,standard,completed,96.0,100.0,100.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_166,male,,,,,,,StudentsPerformance.csv,group C,high school,free/reduced,completed,53.0,51.0,51.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_167,female,,,,,,,StudentsPerformance.csv,group B,master's degree,free/reduced,completed,58.0,76.0,78.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_168,female,,,,,,,StudentsPerformance.csv,group B,high school,standard,completed,68.0,83.0,78.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_169,female,,,,,,,StudentsPerformance.csv,group C,some college,free/reduced,completed,67.0,75.0,70.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_170,male,,,,,,,StudentsPerformance.csv,group A,high school,standard,completed,72.0,73.0,74.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_171,male,,,,,,,StudentsPerformance.csv,group E,some high school,standard,none,94.0,88.0,78.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_172,female,,,,,,,StudentsPerformance.csv,group D,some college,standard,none,79.0,86.0,81.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_173,female,,,,,,,StudentsPerformance.csv,group C,associate's degree,standard,none,63.0,67.0,70.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_174,female,,,,,,,StudentsPerformance.csv,group C,bachelor's degree,free/reduced,completed,43.0,51.0,54.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_175,female,,,,,,,StudentsPerformance.csv,group C,master's degree,standard,completed,81.0,91.0,87.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_176,female,,,,,,,StudentsPerformance.csv,group B,high school,free/reduced,completed,46.0,54.0,58.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_177,female,,,,,,,StudentsPerformance.csv,group C,associate's degree,standard,completed,71.0,77.0,77.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_178,female,,,,,,,StudentsPerformance.csv,group B,master's degree,free/reduced,completed,52.0,70.0,62.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_179,female,,,,,,,StudentsPerformance.csv,group D,some high school,standard,completed,97.0,100.0,100.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_180,male,,,,,,,StudentsPerformance.csv,group C,master's degree,free/reduced,completed,62.0,68.0,75.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_181,female,,,,,,,StudentsPerformance.csv,group C,some college,free/reduced,none,46.0,64.0,66.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_182,female,,,,,,,StudentsPerformance.csv,group E,high school,standard,none,50.0,50.0,47.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_183,female,,,,,,,StudentsPerformance.csv,group D,associate's degree,standard,none,65.0,69.0,70.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_184,male,,,,,,,StudentsPerformance.csv,group C,some high school,free/reduced,completed,45.0,52.0,49.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_185,male,,,,,,,StudentsPerformance.csv,group C,associate's degree,free/reduced,completed,65.0,67.0,65.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_186,male,,,,,,,StudentsPerformance.csv,group E,high school,standard,none,80.0,76.0,65.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_187,male,,,,,,,StudentsPerformance.csv,group D,some high school,standard,completed,62.0,66.0,68.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_188,male,,,,,,,StudentsPerformance.csv,group B,some high school,free/reduced,none,48.0,52.0,45.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_189,female,,,,,,,StudentsPerformance.csv,group C,bachelor's degree,standard,none,77.0,88.0,87.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_190,female,,,,,,,StudentsPerformance.csv,group E,associate's degree,standard,none,66.0,65.0,69.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_191,male,,,,,,,StudentsPerformance.csv,group D,some college,standard,completed,76.0,83.0,79.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_192,female,,,,,,,StudentsPerformance.csv,group B,some high school,standard,none,62.0,64.0,66.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_193,male,,,,,,,StudentsPerformance.csv,group D,some college,standard,completed,77.0,62.0,62.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_194,female,,,,,,,StudentsPerformance.csv,group C,master's degree,standard,completed,69.0,84.0,85.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_195,male,,,,,,,StudentsPerformance.csv,group D,associate's degree,standard,none,61.0,55.0,52.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_196,male,,,,,,,StudentsPerformance.csv,group C,some high school,free/reduced,completed,59.0,69.0,65.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_197,male,,,,,,,StudentsPerformance.csv,group E,high school,free/reduced,none,55.0,56.0,51.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_198,female,,,,,,,StudentsPerformance.csv,group B,some college,free/reduced,none,45.0,53.0,55.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_199,female,,,,,,,StudentsPerformance.csv,group B,bachelor's degree,free/reduced,none,78.0,79.0,76.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_200,female,,,,,,,StudentsPerformance.csv,group C,associate's degree,standard,completed,67.0,84.0,86.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_201,female,,,,,,,StudentsPerformance.csv,group D,some college,free/reduced,none,65.0,81.0,77.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_202,male,,,,,,,StudentsPerformance.csv,group C,associate's degree,standard,none,69.0,77.0,69.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_203,female,,,,,,,StudentsPerformance.csv,group B,associate's degree,standard,none,57.0,69.0,68.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_204,male,,,,,,,StudentsPerformance.csv,group C,some college,standard,none,59.0,41.0,42.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_205,male,,,,,,,StudentsPerformance.csv,group D,some high school,standard,completed,74.0,71.0,78.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_206,male,,,,,,,StudentsPerformance.csv,group E,bachelor's degree,standard,none,82.0,62.0,62.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_207,male,,,,,,,StudentsPerformance.csv,group E,high school,standard,completed,81.0,80.0,76.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_208,female,,,,,,,StudentsPerformance.csv,group B,some college,free/reduced,none,74.0,81.0,76.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_209,female,,,,,,,StudentsPerformance.csv,group B,some college,free/reduced,none,58.0,61.0,66.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_210,male,,,,,,,StudentsPerformance.csv,group D,some high school,free/reduced,completed,80.0,79.0,79.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_211,male,,,,,,,StudentsPerformance.csv,group C,some college,free/reduced,none,35.0,28.0,27.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_212,female,,,,,,,StudentsPerformance.csv,group C,high school,free/reduced,none,42.0,62.0,60.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_213,male,,,,,,,StudentsPerformance.csv,group C,associate's degree,free/reduced,completed,60.0,51.0,56.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_214,male,,,,,,,StudentsPerformance.csv,group E,high school,standard,completed,87.0,91.0,81.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_215,male,,,,,,,StudentsPerformance.csv,group B,some high school,standard,completed,84.0,83.0,75.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_216,female,,,,,,,StudentsPerformance.csv,group E,associate's degree,free/reduced,completed,83.0,86.0,88.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_217,female,,,,,,,StudentsPerformance.csv,group C,high school,free/reduced,none,34.0,42.0,39.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_218,male,,,,,,,StudentsPerformance.csv,group B,high school,free/reduced,none,66.0,77.0,70.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_219,male,,,,,,,StudentsPerformance.csv,group B,some high school,standard,completed,61.0,56.0,56.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_220,female,,,,,,,StudentsPerformance.csv,group D,high school,standard,completed,56.0,68.0,74.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_221,male,,,,,,,StudentsPerformance.csv,group B,associate's degree,standard,none,87.0,85.0,73.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_222,female,,,,,,,StudentsPerformance.csv,group C,some high school,free/reduced,none,55.0,65.0,62.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_223,male,,,,,,,StudentsPerformance.csv,group D,some high school,standard,none,86.0,80.0,75.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_224,female,,,,,,,StudentsPerformance.csv,group B,associate's degree,standard,completed,52.0,66.0,73.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_225,female,,,,,,,StudentsPerformance.csv,group E,master's degree,free/reduced,none,45.0,56.0,54.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_226,female,,,,,,,StudentsPerformance.csv,group C,some college,standard,none,72.0,72.0,71.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_227,male,,,,,,,StudentsPerformance.csv,group D,high school,standard,none,57.0,50.0,54.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_228,male,,,,,,,StudentsPerformance.csv,group A,some high school,free/reduced,none,68.0,72.0,64.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_229,female,,,,,,,StudentsPerformance.csv,group C,some college,standard,completed,88.0,95.0,94.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_230,male,,,,,,,StudentsPerformance.csv,group D,some college,standard,none,76.0,64.0,66.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_231,male,,,,,,,StudentsPerformance.csv,group C,associate's degree,standard,none,46.0,43.0,42.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_232,female,,,,,,,StudentsPerformance.csv,group B,bachelor's degree,standard,none,67.0,86.0,83.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_233,male,,,,,,,StudentsPerformance.csv,group E,some high school,standard,none,92.0,87.0,78.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_234,male,,,,,,,StudentsPerformance.csv,group C,bachelor's degree,standard,completed,83.0,82.0,84.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_235,male,,,,,,,StudentsPerformance.csv,group D,associate's degree,standard,none,80.0,75.0,77.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_236,male,,,,,,,StudentsPerformance.csv,group D,bachelor's degree,free/reduced,none,63.0,66.0,67.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_237,female,,,,,,,StudentsPerformance.csv,group D,some high school,standard,completed,64.0,60.0,74.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_238,male,,,,,,,StudentsPerformance.csv,group B,some college,standard,none,54.0,52.0,51.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_239,male,,,,,,,StudentsPerformance.csv,group C,associate's degree,standard,none,84.0,80.0,80.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_240,male,,,,,,,StudentsPerformance.csv,group D,high school,free/reduced,completed,73.0,68.0,66.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_241,female,,,,,,,StudentsPerformance.csv,group E,bachelor's degree,standard,none,80.0,83.0,83.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_242,female,,,,,,,StudentsPerformance.csv,group D,high school,standard,none,56.0,52.0,55.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_243,male,,,,,,,StudentsPerformance.csv,group E,some college,standard,none,59.0,51.0,43.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_244,male,,,,,,,StudentsPerformance.csv,group D,some high school,standard,none,75.0,74.0,69.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_245,male,,,,,,,StudentsPerformance.csv,group C,associate's degree,standard,none,85.0,76.0,71.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_246,male,,,,,,,StudentsPerformance.csv,group E,associate's degree,standard,none,89.0,76.0,74.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_247,female,,,,,,,StudentsPerformance.csv,group B,high school,standard,completed,58.0,70.0,68.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_248,female,,,,,,,StudentsPerformance.csv,group B,high school,standard,none,65.0,64.0,62.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_249,male,,,,,,,StudentsPerformance.csv,group C,high school,standard,none,68.0,60.0,53.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_250,male,,,,,,,StudentsPerformance.csv,group A,some high school,standard,completed,47.0,49.0,49.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_251,female,,,,,,,StudentsPerformance.csv,group D,some college,free/reduced,none,71.0,83.0,83.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_252,female,,,,,,,StudentsPerformance.csv,group B,some high school,standard,completed,60.0,70.0,70.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_253,male,,,,,,,StudentsPerformance.csv,group D,master's degree,standard,none,80.0,80.0,72.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_254,male,,,,,,,StudentsPerformance.csv,group D,high school,standard,none,54.0,52.0,52.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_255,female,,,,,,,StudentsPerformance.csv,group E,some college,standard,none,62.0,73.0,70.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_256,female,,,,,,,StudentsPerformance.csv,group C,associate's degree,free/reduced,none,64.0,73.0,68.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_257,male,,,,,,,StudentsPerformance.csv,group C,associate's degree,standard,completed,78.0,77.0,77.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_258,female,,,,,,,StudentsPerformance.csv,group B,some college,standard,none,70.0,75.0,78.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_259,female,,,,,,,StudentsPerformance.csv,group C,master's degree,free/reduced,completed,65.0,81.0,81.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_260,female,,,,,,,StudentsPerformance.csv,group C,some high school,free/reduced,completed,64.0,79.0,77.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_261,male,,,,,,,StudentsPerformance.csv,group C,some college,standard,completed,79.0,79.0,78.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_262,female,,,,,,,StudentsPerformance.csv,group C,some high school,free/reduced,none,44.0,50.0,51.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_263,female,,,,,,,StudentsPerformance.csv,group E,high school,standard,none,99.0,93.0,90.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_264,male,,,,,,,StudentsPerformance.csv,group D,high school,standard,none,76.0,73.0,68.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_265,male,,,,,,,StudentsPerformance.csv,group D,some high school,free/reduced,none,59.0,42.0,41.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_266,female,,,,,,,StudentsPerformance.csv,group C,bachelor's degree,standard,none,63.0,75.0,81.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_267,female,,,,,,,StudentsPerformance.csv,group D,high school,standard,none,69.0,72.0,77.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_268,female,,,,,,,StudentsPerformance.csv,group D,associate's degree,standard,completed,88.0,92.0,95.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_269,female,,,,,,,StudentsPerformance.csv,group E,some college,free/reduced,none,71.0,76.0,70.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_270,male,,,,,,,StudentsPerformance.csv,group C,bachelor's degree,standard,none,69.0,63.0,61.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_271,male,,,,,,,StudentsPerformance.csv,group C,some college,standard,none,58.0,49.0,42.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
StudentsPerformance.csv_272,female,,,,,,,StudentsPerformance.csv,group D,associate's degree,free/reduced,none,47.0,53.0,58.0,StudentsPerformance.csv,,,,,,,,,,,,,,,,,,,,
